id,taxonomic_group,name,ncbi_taxid,add_time
60,5,"Bacillus clausii KSM-K16",0,"2023-05-27 10:25:43"
61,5,"Oceanobacillus iheyensis HTE831",0,"2023-05-27 10:25:43"
62,5,"Paenibacillus sp. JDR-2",0,"2023-05-27 10:25:43"
63,6,"Desulfovibrio vulgaris Hildenborough",0,"2023-05-27 10:25:44"
65,6,"Desulfovibrio vulgaris str. Miyazaki F",0,"2023-05-27 10:25:44"
66,6,"Desulfovibrio desulfuricans G20",0,"2023-05-27 10:25:44"
67,6,"Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774",0,"2023-05-27 10:25:44"
68,6,"Desulfovibrio piger ATCC 29098",0,"2023-05-27 10:25:44"
69,6,"Desulfovibrio salexigens DSM 2638",0,"2023-05-27 10:25:44"
70,6,"Desulfovibrio magneticus RS-1",0,"2023-05-27 10:25:44"
71,6,"Lawsonia intracellularis PHE / MN1-00",0,"2023-05-27 10:25:44"
72,6,"Desulfomicrobium baculatum DSM 4028",0,"2023-05-27 10:25:44"
73,6,"Desulfohalobium retbaense DSM 5692",0,"2023-05-27 10:25:44"
78,1002,"Leifsonia xyli subsp. xyli str. CTCB07",0,"2023-05-27 10:26:06"
80,168,"Bifidobacterium adolescentis ATCC 15703",0,"2023-05-27 10:26:04"
81,7,"Corynebacterium efficiens YS-314",0,"2023-05-27 10:25:45"
83,1003,"Nocardia farcinica IFM 10152",0,"2023-05-27 10:26:07"
84,158,"Mycobacterium smegmatis str. MC2 155",0,"2023-05-27 10:25:58"
87,169,"Streptomyces avermitilis MA-4680",0,"2023-05-27 10:26:05"
88,169,"Streptomyces scabiei 87.22",0,"2023-05-27 10:26:05"
89,169,"Streptomyces coelicolor A3(2)",0,"2023-05-27 10:26:05"
91,7,"Corynebacterium diphtheriae NCTC 13129",0,"2023-05-27 10:25:45"
94,168,"Bifidobacterium longum NCC2705",0,"2023-05-27 10:26:04"
95,158,"Mycobacterium leprae TN",0,"2023-05-27 10:25:58"
96,1002,"Tropheryma whipplei str. Twist",0,"2023-05-27 10:26:06"
98,7,"Corynebacterium glutamicum ATCC 13032",0,"2023-05-27 10:25:45"
99,1004,"Propionibacterium acnes KPA171202",0,"2023-05-27 10:26:07"
103,1002,"Arthrobacter aurescens TC1",0,"2023-05-27 10:26:06"
105,158,"Mycobacterium sp. JLS",0,"2023-05-27 10:25:58"
106,1004,"Saccharopolyspora erythraea NRRL 2338",0,"2023-05-27 10:26:07"
108,1003,"Rhodococcus sp. RHA1",0,"2023-05-27 10:26:07"
110,1002,"Arthrobacter sp. FB24",0,"2023-05-27 10:26:06"
112,117,"Sinorhizobium meliloti 1021",0,"2023-05-27 10:25:51"
114,117,"Rhizobium etli CFN 42",0,"2023-05-27 10:25:51"
115,117,"Rhizobium leguminosarum bv. viciae 3841",0,"2023-05-27 10:25:51"
116,118,"Rhodobacter sphaeroides 2.4.1",0,"2023-05-27 10:25:52"
117,118,"Jannaschia sp. CCS1",0,"2023-05-27 10:25:51"
118,118,"Paracoccus denitrificans PD1222",0,"2023-05-27 10:25:52"
119,117,"Agrobacterium tumefaciens str. C58 (Cereon)",0,"2023-05-27 10:25:51"
123,114,"Burkholderia vietnamiensis G4",0,"2023-05-27 10:25:50"
124,117,"Bradyrhizobium sp. BTAi1",0,"2023-05-27 10:25:51"
127,117,"Brucella melitensis 16M",0,"2023-05-27 10:25:51"
128,117,"Mesorhizobium loti MAFF303099",0,"2023-05-27 10:25:51"
130,117,"Mesorhizobium sp. BNC1",0,"2023-05-27 10:25:51"
131,117,"Bartonella quintana str. Toulouse",0,"2023-05-27 10:25:51"
132,117,"Xanthobacter autotrophicus Py2",0,"2023-05-27 10:25:51"
134,117,"Rhodopseudomonas palustris CGA009",0,"2023-05-27 10:25:51"
136,117,"Bradyrhizobium japonicum USDA 110",0,"2023-05-27 10:25:51"
138,121,"Caulobacter crescentus CB15",0,"2023-05-27 10:25:53"
139,121,"Caulobacter sp. K31",0,"2023-05-27 10:25:53"
140,120,"Sphingomonas wittichii RW1",0,"2023-05-27 10:25:52"
141,118,"Silicibacter pomeroyi DSS-3",0,"2023-05-27 10:25:52"
142,118,"Oceanicaulis alexandrii HTCC2633",0,"2023-05-27 10:25:52"
143,118,"Roseovarius nubinhibens ISM",0,"2023-05-27 10:25:52"
144,118,"Silicibacter TM1040",0,"2023-05-27 10:25:52"
145,118,"Loktanella vestfoldensis SKA53",0,"2023-05-27 10:25:52"
146,118,"Roseobacter sp. MED193",0,"2023-05-27 10:25:52"
147,118,"Sulfitobacter sp. EE-36",0,"2023-05-27 10:25:52"
148,118,"Rhodobacterales bacterium HTCC2654",0,"2023-05-27 10:25:52"
149,118,"Roseovarius sp. 217",0,"2023-05-27 10:25:52"
150,118,"Oceanicola batsensis HTCC2597",0,"2023-05-27 10:25:52"
151,120,"Erythrobacter litoralis HTCC2594",0,"2023-05-27 10:25:52"
152,120,"Erythrobacter sp. NAP1",0,"2023-05-27 10:25:52"
153,119,"Rhodospirillum rubrum ATCC 11170",0,"2023-05-27 10:25:52"
154,119,"Magnetospirillum magnetotacticum MS-1",0,"2023-05-27 10:25:52"
155,119,"Gluconobacter oxydans 621H",0,"2023-05-27 10:25:52"
157,120,"Zymomonas mobilis subsp. mobilis ZM4",0,"2023-05-27 10:25:52"
158,120,"Sphingopyxis alaskensis RB2256",0,"2023-05-27 10:25:52"
159,119,"Magnetospirillum magneticum AMB-1",0,"2023-05-27 10:25:52"
166,114,"Burkholderia xenovorans LB400",0,"2023-05-27 10:25:50"
167,109,"Chromohalobacter salexigens DSM 3043",0,"2023-05-27 10:25:48"
171,107,"Pseudoalteromonas atlantica T6c",0,"2023-05-27 10:25:48"
172,109,"Saccharophagus degradans 2-40",0,"2023-05-27 10:25:48"
173,107,"Pseudoalteromonas haloplanktis TAC125",0,"2023-05-27 10:25:48"
174,107,"Colwellia psychrerythraea 34H",0,"2023-05-27 10:25:48"
175,107,"Idiomarina loihiensis L2TR",0,"2023-05-27 10:25:48"
187,131,"Clostridium beijerincki NCIMB 8052",0,"2023-05-27 10:25:56"
192,131,"Clostridium difficile 630",0,"2023-05-27 10:25:57"
201,131,"Clostridium perfringens ATCC 13124",0,"2023-05-27 10:25:57"
206,170,"Thermoanaerobacter tengcongensis MB4",0,"2023-05-27 10:26:05"
209,123,"Oenococcus oeni PSU-1",0,"2023-05-27 10:25:54"
210,1006,"Listeria monocytogenes EGD-e",0,"2023-05-27 10:26:08"
216,124,"Lactococcus lactis subsp. cremoris SK11",0,"2023-05-27 10:25:54"
217,123,"Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293",0,"2023-05-27 10:25:54"
218,123,"Pediococcus pentosaceus ATCC 25745",0,"2023-05-27 10:25:54"
220,123,"Lactobacillus sakei subsp. sakei 23K",0,"2023-05-27 10:25:54"
221,1005,"Enterococcus faecalis V583",0,"2023-05-27 10:26:07"
222,123,"Lactobacillus brevis ATCC 367",0,"2023-05-27 10:25:54"
223,123,"Lactobacillus casei ATCC 334",0,"2023-05-27 10:25:54"
224,123,"Lactobacillus plantarum WCFS1",0,"2023-05-27 10:25:54"
226,1006,"Listeria innocua Clip11262",0,"2023-05-27 10:26:08"
227,1006,"Listeria welshimeri serovar 6b str. SLCC5334",0,"2023-05-27 10:26:08"
228,123,"Lactobacillus johnsonii NCC 533",0,"2023-05-27 10:25:54"
230,123,"Lactobacillus acidophilus NCFM",0,"2023-05-27 10:25:54"
233,170,"Carboxydothermus hydrogenoformans Z-2901",0,"2023-05-27 10:26:05"
235,8,"Bacteroides thetaiotaomicron VPI-5482",0,"2023-05-27 10:25:45"
236,8,"Bacteroides fragilis NCTC 9343",0,"2023-05-27 10:25:45"
239,1010,"Flavobacterium johnsoniae UW101",0,"2023-05-27 10:26:09"
240,1010,"Leeuwenhoekiella blandensis MED217",0,"2023-05-27 10:26:09"
241,1010,"Robiginitalea biformata HTCC2501",0,"2023-05-27 10:26:09"
242,114,"Burkholderia sp. 383",0,"2023-05-27 10:25:50"
243,116,"Neisseria meningitidis MC58",0,"2023-05-27 10:25:51"
244,114,"Burkholderia mallei ATCC 23344",0,"2023-05-27 10:25:50"
245,116,"Chromobacterium violaceum ATCC 12472",0,"2023-05-27 10:25:51"
246,114,"Burkholderia pseudomallei K96243",0,"2023-05-27 10:25:50"
247,94,"Ralstonia eutropha JMP134",0,"2023-05-27 10:25:45"
248,116,"Methylobacillus flagellatus KT",0,"2023-05-27 10:25:51"
250,116,"Nitrosomonas europaea ATCC 19718",0,"2023-05-27 10:25:51"
251,116,"Azoarcus sp. EbN1",0,"2023-05-27 10:25:51"
252,94,"Ralstonia solanacearum GMI1000",0,"2023-05-27 10:25:45"
254,116,"Thiobacillus denitrificans",0,"2023-05-27 10:25:51"
255,116,"Dechloromonas aromatica RCB",0,"2023-05-27 10:25:51"
256,94,"Ralstonia metallidurans CH34",0,"2023-05-27 10:25:45"
257,115,"Polaromonas sp. JS666",0,"2023-05-27 10:25:50"
259,1001,"Bordetella bronchiseptica RB50",0,"2023-05-27 10:26:06"
261,110,"Pseudomonas aeruginosa PAO1",0,"2023-05-27 10:25:49"
265,110,"Pseudomonas fluorescens Pf-5",0,"2023-05-27 10:25:49"
266,115,"Acidovorax avenae subsp. citrulli AAC00-1",0,"2023-05-27 10:25:50"
267,110,"Pseudomonas putida KT2440",0,"2023-05-27 10:25:49"
270,110,"Pseudomonas syringae pv. tomato str. DC3000",0,"2023-05-27 10:25:49"
272,110,"Pseudomonas entomophila L48",0,"2023-05-27 10:25:49"
273,114,"Burkholderia cepacia AMMD",0,"2023-05-27 10:25:50"
274,117,"Nitrobacter winogradskyi Nb-255",0,"2023-05-27 10:25:51"
275,115,"Rhodoferax ferrireducens DSM 15236",0,"2023-05-27 10:25:50"
277,115,"Methylibium petroleiphilum PM1",0,"2023-05-27 10:25:50"
278,115,"Verminephrobacter eiseniae EF01-2",0,"2023-05-27 10:25:50"
279,1009,"Chlamydia muridarum Nigg",0,"2023-05-27 10:26:08"
280,1009,"Chlamydophila abortus S26 / 3",0,"2023-05-27 10:26:08"
281,1009,"Chlamydophila pneumoniae AR39",0,"2023-05-27 10:26:08"
282,1009,"Chlamydophila caviae GPIC",0,"2023-05-27 10:26:08"
283,1009,"Chlamydia trachomatis D / UW-3 / CX",0,"2023-05-27 10:26:08"
284,132,"Roseiflexus sp. RS-1",0,"2023-05-27 10:25:57"
285,131,"Clostridium novyi NT",0,"2023-05-27 10:25:57"
286,131,"Clostridium botulinum A str. ATCC 3502",0,"2023-05-27 10:25:56"
287,131,"Clostridium acetobutylicum ATCC 824",0,"2023-05-27 10:25:56"
288,131,"Clostridium tetani E88",0,"2023-05-27 10:25:57"
296,102,"Prochlorococcus marinus str. MIT 9313",0,"2023-05-27 10:25:47"
297,102,"Gloeobacter violaceus PCC 7421",0,"2023-05-27 10:25:47"
298,102,"Synechococcus sp. WH 8102",0,"2023-05-27 10:25:47"
299,102,"Thermosynechococcus elongatus BP-1",0,"2023-05-27 10:25:47"
303,102,"Nostoc sp. PCC 7120",0,"2023-05-27 10:25:47"
304,102,"Trichodesmium erythraeum IMS101",0,"2023-05-27 10:25:47"
305,102,"Synechocystis sp. PCC 6803",0,"2023-05-27 10:25:47"
308,1011,"Cytophaga hutchinsonii ATCC 33406",0,"2023-05-27 10:26:09"
309,159,"Deinococcus radiodurans R1",0,"2023-05-27 10:25:58"
310,159,"Deinococcus geothermalis DSM 11300",0,"2023-05-27 10:25:58"
311,159,"Thermus thermophilus HB27",0,"2023-05-27 10:25:58"
315,122,"Desulfuromonas acetoxidans DSM 684",0,"2023-05-27 10:25:53"
317,122,"Geobacter metallireducens GS-15",0,"2023-05-27 10:25:54"
318,122,"Geobacter sulfurreducens PCA",0,"2023-05-27 10:25:54"
324,101,"Yersinia pestis KIM",0,"2023-05-27 10:25:46"
334,101,"Escherichia coli str. K-12 substr. MG1655",0,"2023-05-27 10:25:46"
339,105,"Vibrio fischeri ES114",0,"2023-05-27 10:25:47"
343,108,"Aeromonas hydrophila subsp. hydrophila ATCC 7966",0,"2023-05-27 10:25:48"
345,108,"Aeromonas salmonicida subsp. salmonicida A449",0,"2023-05-27 10:25:48"
348,101,"Enterobacter sp. 638",0,"2023-05-27 10:25:46"
354,101,"Salmonella typhimurium LT2",0,"2023-05-27 10:25:46"
355,101,"Photorhabdus luminescens subsp. laumondii TTO1",0,"2023-05-27 10:25:46"
356,101,"Erwinia carotovora subsp. atroseptica SCRI1043",0,"2023-05-27 10:25:46"
357,101,"Serratia proteamaculans 568",0,"2023-05-27 10:25:46"
363,109,"Hahella chejuensis KCTC 2396",0,"2023-05-27 10:25:48"
365,123,"Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365",0,"2023-05-27 10:25:54"
367,124,"Lactococcus lactis subsp. lactis Il1403",0,"2023-05-27 10:25:54"
370,106,"Mannheimia succiniciproducens MBEL55E",0,"2023-05-27 10:25:47"
372,108,"Psychromonas ingrahamii 37",0,"2023-05-27 10:25:48"
374,105,"Vibrio vulnificus CMCP6",0,"2023-05-27 10:25:47"
377,106,"Haemophilus somnus 2336",0,"2023-05-27 10:25:47"
381,105,"Vibrio cholerae O1 biovar eltor str. N16961",0,"2023-05-27 10:25:47"
382,105,"Vibrio parahaemolyticus RIMD 2210633",0,"2023-05-27 10:25:47"
383,111,"Acinetobacter sp. ADP1",0,"2023-05-27 10:25:49"
384,107,"Alteromonas macleodii 'Deep ecotype'",0,"2023-05-27 10:25:48"
385,112,"Xanthomonas campestris pv. campestris str. ATCC 33913",0,"2023-05-27 10:25:49"
387,112,"Xanthomonas axonopodis pv. citri str. 306",0,"2023-05-27 10:25:49"
390,109,"Reinekea sp. MED297",0,"2023-05-27 10:25:48"
391,109,"Oceanobacter sp. RED65",0,"2023-05-27 10:25:48"
394,105,"Photobacterium profundum SS9",0,"2023-05-27 10:25:47"
395,110,"Pseudomonas stutzeri A1501",0,"2023-05-27 10:25:49"
396,110,"Pseudomonas mendocina ymp",0,"2023-05-27 10:25:49"
397,106,"Pasteurella multocida subsp. multocida str. Pm70",0,"2023-05-27 10:25:47"
399,112,"Xylella fastidiosa 9a5c",0,"2023-05-27 10:25:49"
401,106,"Haemophilus ducreyi 35000HP",0,"2023-05-27 10:25:47"
402,106,"Haemophilus influenzae Rd KW20",0,"2023-05-27 10:25:47"
408,101,"Proteus mirabilis HI4320",0,"2023-05-27 10:25:46"
409,112,"Stenotrophomonas maltophilia K279a",0,"2023-05-27 10:25:49"
412,111,"Psychrobacter arcticum 273-4",0,"2023-05-27 10:25:49"
413,165,"Francisella tularensis subsp. tularensis SCHU S4",0,"2023-05-27 10:26:03"
428,123,"Lactobacillus salivarius subsp. salivarius UCC118",0,"2023-05-27 10:25:54"
434,1008,"Pirellula sp. 1",0,"2023-05-27 10:26:08"
435,109,"Alcanivorax borkumensis SK2",0,"2023-05-27 10:25:48"
436,106,"Actinobacillus succinogenes 130Z",0,"2023-05-27 10:25:47"
437,1008,"Blastopirellula marina DSM 3645",0,"2023-05-27 10:26:08"
438,119,"Granulibacter bethesdensis CGDNIH1",0,"2023-05-27 10:25:52"
440,115,"Polaromonas naphthalenivorans CJ2",0,"2023-05-27 10:25:50"
441,115,"Acidovorax sp. JS42",0,"2023-05-27 10:25:50"
442,94,"Ralstonia eutropha H16",0,"2023-05-27 10:25:45"
446,120,"Novosphingobium aromaticivorans DSM 12444",0,"2023-05-27 10:25:52"
449,118,"Hyphomonas neptunium ATCC 15444",0,"2023-05-27 10:25:51"
452,7,"Corynebacterium amycolatum SK46",0,"2023-05-27 10:25:45"
453,7,"Corynebacterium aurimucosum ATCC 700975",0,"2023-05-27 10:25:45"
454,7,"Corynebacterium jeikeium K411",0,"2023-05-27 10:25:45"
455,7,"Corynebacterium kroppenstedtii DSM 44385",0,"2023-05-27 10:25:45"
457,1003,"Rhodococcus erythropolis PR4",0,"2023-05-27 10:26:07"
458,1003,"Rhodococcus opacus B4",0,"2023-05-27 10:26:07"
459,158,"Mycobacterium vanbaalenii PYR-1",0,"2023-05-27 10:25:58"
460,1002,"Clavibacter michiganensis subsp. michiganensis NCPPB 382",0,"2023-05-27 10:26:06"
461,1002,"Brevibacterium linens BL2",0,"2023-05-27 10:26:06"
462,1002,"Kocuria rhizophila DC2201",0,"2023-05-27 10:26:06"
463,1004,"Nocardioides sp. JS614",0,"2023-05-27 10:26:07"
464,102,"Cyanothece sp. ATCC 51142",0,"2023-05-27 10:25:46"
467,102,"Cyanothece sp. PCC 7425",0,"2023-05-27 10:25:47"
469,102,"Cyanothece sp. PCC 8801",0,"2023-05-27 10:25:47"
471,102,"Microcystis aeruginosa NIES-843",0,"2023-05-27 10:25:47"
472,102,"Synechococcus elongatus PCC 7942",0,"2023-05-27 10:25:47"
473,102,"Synechococcus sp. PCC 7002",0,"2023-05-27 10:25:47"
486,131,"Clostridium phytofermentans ISDg",0,"2023-05-27 10:25:57"
487,170,"Thermoanaerobacter ethanolicus X514",0,"2023-05-27 10:26:05"
488,170,"Caldicellulosiruptor saccharolyticus DSM 8903",0,"2023-05-27 10:26:05"
489,170,"Anaerocellum thermophilum DSM 6725",0,"2023-05-27 10:26:05"
490,131,"Clostridium cellulolyticum H10",0,"2023-05-27 10:25:57"
491,123,"Lactobacillus fermentum IFO 3956",0,"2023-05-27 10:25:54"
495,110,"Azotobacter vinelandii AvOP",0,"2023-05-27 10:25:49"
496,109,"Cellvibrio japonicus Ueda107",0,"2023-05-27 10:25:48"
497,101,"Citrobacter koseri ATCC BAA-895",0,"2023-05-27 10:25:46"
498,101,"Edwardsiella tarda EIB202",0,"2023-05-27 10:25:46"
499,101,"Erwinia amylovora ATCC 49946",0,"2023-05-27 10:25:46"
500,101,"Klebsiella pneumoniae subsp. pneumoniae MGH 78578",0,"2023-05-27 10:25:46"
501,94,"Cupriavidus taiwanensis",0,"2023-05-27 10:25:45"
502,94,"Ralstonia pickettii 12J",0,"2023-05-27 10:25:45"
503,102,"Synechococcus sp. JA-3-3Ab",0,"2023-05-27 10:25:47"
504,123,"Lactobacillus helveticus DPC 4571",0,"2023-05-27 10:25:54"
505,123,"Lactobacillus reuteri JCM 1112",0,"2023-05-27 10:25:54"
506,123,"Lactobacillus rhamnosus GG",0,"2023-05-27 10:25:54"
507,108,"Tolumonas auensis DSM 9187",0,"2023-05-27 10:25:48"
508,105,"Vibrio angustum S14",0,"2023-05-27 10:25:47"
509,105,"Vibrio harveyi ATCC BAA-1116",0,"2023-05-27 10:25:47"
510,105,"Vibrio salmonicida LFI1238",0,"2023-05-27 10:25:47"
511,105,"Vibrio shilonii AK1",0,"2023-05-27 10:25:47"
512,105,"Vibrio splendidus LGP32",0,"2023-05-27 10:25:47"
513,108,"Moritella sp. PE36",0,"2023-05-27 10:25:48"
514,107,"Pseudoalteromonas tunicata D2",0,"2023-05-27 10:25:48"
515,107,"Glaciecola sp. HTCC2999",0,"2023-05-27 10:25:48"
516,107,"Idiomarina baltica OS145",0,"2023-05-27 10:25:48"
517,131,"Clostridium kluyveri DSM 555",0,"2023-05-27 10:25:57"
518,131,"Clostridium sp. OhILAs",0,"2023-05-27 10:25:57"
519,158,"Mycobacterium abscessus ATCC 19977",0,"2023-05-27 10:25:58"
520,158,"Mycobacterium avium 104",0,"2023-05-27 10:25:58"
521,158,"Mycobacterium marinum M",0,"2023-05-27 10:25:58"
522,158,"Mycobacterium tuberculosis H37Rv",0,"2023-05-27 10:25:58"
525,106,"Actinobacillus pleuropneumoniae serovar 7 str. AP76",0,"2023-05-27 10:25:47"
526,106,"Aggregatibacter aphrophilus NJ8700",0,"2023-05-27 10:25:47"
527,106,"Haemophilus parasuis SH0165",0,"2023-05-27 10:25:47"
528,1004,"Acidothermus cellulolyticus 11B",0,"2023-05-27 10:26:07"
531,1002,"Arthrobacter chlorophenolicus A6",0,"2023-05-27 10:26:06"
532,1002,"Beutenbergia cavernae DSM 12333",0,"2023-05-27 10:26:06"
533,1002,"Brachybacterium faecium DSM 4810",0,"2023-05-27 10:26:06"
534,1002,"Janibacter sp. HTCC2649",0,"2023-05-27 10:26:06"
535,1002,"Jonesia denitrificans DSM 20603",0,"2023-05-27 10:26:06"
536,1002,"Kytococcus sedentarius DSM 20547",0,"2023-05-27 10:26:06"
537,1002,"Renibacterium salmoninarum ATCC 33209",0,"2023-05-27 10:26:06"
538,108,"Psychromonas sp. CNPT3",0,"2023-05-27 10:25:48"
539,168,"Bifidobacterium angulatum DSM 20098",0,"2023-05-27 10:26:04"
541,168,"Bifidobacterium bifidum NCIMB 41171",0,"2023-05-27 10:26:04"
542,168,"Bifidobacterium gallicum DSM 20093",0,"2023-05-27 10:26:04"
543,168,"Bifidobacterium longum subsp. infantis ATCC 15697",0,"2023-05-27 10:26:04"
544,158,"Mycobacterium flavescens PYR-GCK",0,"2023-05-27 10:25:58"
546,109,"Marinobacter aqueolei",0,"2023-05-27 10:25:48"
548,109,"Marinomonas sp. MWYL1",0,"2023-05-27 10:25:48"
549,109,"Oceanospirillum sp. MED92",0,"2023-05-27 10:25:48"
551,1001,"Bordetella petrii DSM 12804",0,"2023-05-27 10:26:06"
552,115,"Delftia acidovorans SPH-1",0,"2023-05-27 10:25:50"
556,117,"Rhizobium sp. NGR234",0,"2023-05-27 10:25:51"
558,119,"Gluconacetobacter diazotrophicus PAl 5",0,"2023-05-27 10:25:52"
559,119,"Rhodospirillum centenum SW",0,"2023-05-27 10:25:52"
566,8,"Bacteroides stercoris ATCC 43183",0,"2023-05-27 10:25:45"
567,164,"Bacteroides pectinophilus ATCC 43243",0,"2023-05-27 10:26:02"
568,8,"Bacteroides plebeius DSM 17135",0,"2023-05-27 10:25:45"
569,8,"Bacteroides eggerthii DSM 20697",0,"2023-05-27 10:25:45"
570,8,"Bacteroides dorei DSM 17855",0,"2023-05-27 10:25:45"
571,8,"Bacteroides coprophilus DSM 18228",0,"2023-05-27 10:25:45"
572,8,"Bacteroides cellulosilyticus DSM 14838",0,"2023-05-27 10:25:45"
573,8,"Bacteroides vulgatus ATCC 8482",0,"2023-05-27 10:25:45"
574,8,"Bacteroides ovatus ATCC 8483",0,"2023-05-27 10:25:45"
577,8,"Bacteroides uniformis ATCC 8492",0,"2023-05-27 10:25:45"
578,1004,"Nakamurella multipartita DSM 44233",0,"2023-05-27 10:26:07"
579,1004,"Saccharomonospora viridis DSM 43017",0,"2023-05-27 10:26:07"
582,7,"Corynebacterium urealyticum DSM 7109",0,"2023-05-27 10:25:45"
583,107,"Alteromonadales bacterium TW-7",0,"2023-05-27 10:25:48"
584,109,"Marinobacter sp. ELB17",0,"2023-05-27 10:25:48"
585,109,"Teredinibacter turnerae T7901",0,"2023-05-27 10:25:48"
586,111,"Acinetobacter baumannii AB0057",0,"2023-05-27 10:25:49"
587,111,"Psychrobacter sp. PRwf-1",0,"2023-05-27 10:25:49"
588,114,"Burkholderia glumae BGR1",0,"2023-05-27 10:25:50"
589,114,"Burkholderia phymatum STM815",0,"2023-05-27 10:25:50"
590,115,"Comamonas testosteroni KF-1",0,"2023-05-27 10:25:50"
591,115,"Variovorax paradoxus S110",0,"2023-05-27 10:25:50"
592,115,"Leptothrix cholodnii SP-6",0,"2023-05-27 10:25:50"
593,116,"Thauera sp. MZ1T",0,"2023-05-27 10:25:51"
594,116,"Nitrosospira multiformis ATCC 25196",0,"2023-05-27 10:25:51"
595,116,"Laribacter hongkongensis HLHK9",0,"2023-05-27 10:25:51"
596,116,"Methylotenera mobilis JLW8",0,"2023-05-27 10:25:51"
597,116,"Methylophilales bacterium HTCC2181",0,"2023-05-27 10:25:51"
598,117,"Azorhizobium caulinodans ORS 571",0,"2023-05-27 10:25:51"
599,118,"Oceanicola granulosus HTCC2516",0,"2023-05-27 10:25:52"
600,119,"Azospirillum sp. B510",0,"2023-05-27 10:25:52"
